attribute,needed_by,forbidden_by,num_classes,task_acc,entropy_a_bits,mi_lower_bits,single_rep_min_leak,laftr_actual_leak,pcrl_leak,majority_baseline
income,income_prediction,education_assessment,2,0.7566,0.804391,0.003743,0.574091,0.7718,0.7706,0.7543
